1502298074197089792,-0.17752,0.02643,-0.01146,0.71371,-0.69955,-0.02978,-0.01890,-0.16755,0.01780,-0.01853,
1502298074297054720,-0.20909,0.04250,0.00222,0.71441,-0.69877,-0.03230,-0.01738,-0.17379,0.01203,-0.01509,
1502298074397256704,-0.21637,0.03741,-0.00373,0.71466,-0.69835,-0.03593,-0.01652,-0.15649,0.01250,-0.01825,
1502298074497157632,-0.27690,0.03692,-0.00072,0.71476,-0.69819,-0.03754,-0.01549,-0.17871,0.02298,-0.00189,
1502298074597043200,-0.29401,0.03794,0.00071,0.71457,-0.69844,-0.03684,-0.01450,-0.18320,0.02325,0.00145,
1502298074697107712,-0.29704,0.04173,-0.00488,0.71409,-0.69898,-0.03640,-0.01380,-0.17298,0.02954,-0.00099,
1502298074797094656,-0.32291,0.04467,-0.00087,0.71377,-0.69922,-0.03829,-0.01291,-0.18189,0.01949,-0.00127,
1502298074896901632,-0.32046,0.04213,-0.00436,0.71306,-0.69977,-0.04148,-0.01210,-0.16384,0.01678,-0.00747,
1502298074996923904,-0.31715,0.04184,-0.00548,0.71210,-0.70063,-0.04398,-0.01012,-0.15403,0.02553,0.00171,
1502298075096964352,-0.33137,0.04731,-0.00406,0.71073,-0.70185,-0.04705,-0.00706,-0.16147,0.02970,0.00432,
1502298075196931840,-0.37851,0.05483,0.00324,0.71009,-0.70223,-0.05136,-0.00370,-0.19356,0.02259,-0.00158,
1502298075296999680,-0.40341,0.05651,0.00424,0.70957,-0.70238,-0.05640,-0.00022,-0.20171,0.01821,-0.00237,
1502298075396737280,-0.42279,0.05672,0.00446,0.70909,-0.70260,-0.05949,0.00293,-0.19933,0.02071,-0.00054,
1502298075496924416,-0.44975,0.05786,0.00369,0.70845,-0.70310,-0.06084,0.00641,-0.20942,0.02334,0.00544,
1502298075597061376,-0.46996,0.05693,0.00253,0.70714,-0.70413,-0.06372,0.00956,-0.20181,0.01198,-0.00643,
1502298075696853504,-0.49420,0.05987,0.00495,0.70525,-0.70590,-0.06449,0.01292,-0.20232,0.01210,-0.00154,
1502298075796908032,-0.50773,0.05594,0.00709,0.70468,-0.70664,-0.06184,0.01648,-0.19322,0.01464,0.00449,
1502298075896871680,-0.48532,0.05098,0.01068,0.70580,-0.70560,-0.05921,0.02178,-0.17725,-0.00110,-0.00077,
1502298075996693760,-0.48288,0.04904,0.01217,0.70944,-0.70156,-0.06176,0.02652,-0.17767,-0.01027,0.00381,
1502298076096753920,-0.48848,0.04971,0.01414,0.71292,-0.69766,-0.06352,0.03145,-0.18841,-0.01598,0.00442,
1502298076197244160,-0.47640,0.04442,0.01607,0.71446,-0.69543,-0.06726,0.03749,-0.16858,-0.01848,0.01679,
1502298076296786432,-0.48817,0.05298,0.02101,0.71533,-0.69383,-0.07085,0.04343,-0.16847,-0.00935,0.02682,
1502298076396920576,-0.49431,0.04895,0.02265,0.71515,-0.69350,-0.07173,0.04977,-0.15783,-0.00296,0.03692,
1502298076496769792,-0.50520,0.04913,0.02565,0.71407,-0.69392,-0.07461,0.05491,-0.16552,-0.00140,0.03440,
1502298076596903936,-0.51538,0.04421,0.02907,0.71177,-0.69592,-0.07319,0.06100,-0.17218,0.00261,0.04571,
1502298076696607488,-0.51900,0.04882,0.03192,0.70968,-0.69744,-0.07453,0.06618,-0.19519,0.00492,0.04963,
1502298076797071104,-0.54122,0.04354,0.03555,0.70662,-0.69982,-0.07475,0.07321,-0.18583,-0.00781,0.02965,
1502298076896957184,-0.56336,0.04418,0.03942,0.70501,-0.69972,-0.08303,0.08037,-0.19314,-0.02017,0.02688,
1502298076996701952,-0.58081,0.03941,0.04386,0.70382,-0.69872,-0.09423,0.08694,-0.19780,-0.02239,0.02088,
1502298077096732928,-0.57550,0.04819,0.04475,0.70001,-0.70072,-0.10299,0.09151,-0.17777,0.02318,0.02694,
1502298077196884736,-0.55235,0.07032,0.04630,0.69376,-0.70620,-0.10503,0.09465,-0.11605,0.11279,0.00725,
1502298077296693248,-0.52297,0.08964,0.04888,0.68892,-0.71049,-0.10605,0.09669,-0.05150,0.14741,-0.00595,
1502298077396671488,-0.46429,0.11785,0.04559,0.68683,-0.71210,-0.10848,0.09701,0.02388,0.15294,-0.00539,
1502298077496604928,-0.45047,0.13437,0.04592,0.68620,-0.71268,-0.10780,0.09797,0.02708,0.16102,0.03547,
1502298077596584192,-0.46751,0.14734,0.04891,0.68584,-0.71403,-0.09925,0.09966,0.00789,0.15978,0.03039,
1502298077696364288,-0.47326,0.16389,0.04909,0.68579,-0.71427,-0.09649,0.10095,0.03519,0.16104,0.01782,
1502298077796501504,-0.50130,0.17570,0.05153,0.68565,-0.71462,-0.09477,0.10109,-0.02376,0.13170,0.02713,
1502298077896497408,-0.50511,0.18832,0.05230,0.68592,-0.71397,-0.09854,0.10026,0.01340,0.14991,-0.00959,
1502298077996491520,-0.50674,0.20392,0.05163,0.68680,-0.71384,-0.09336,0.10012,0.02156,0.18371,0.00785,
1502298078096555264,-0.52808,0.21779,0.05163,0.68727,-0.71401,-0.08875,0.09985,-0.00507,0.19139,0.00526,
1502298078196863744,-0.53143,0.23604,0.04979,0.68862,-0.71272,-0.09092,0.09778,-0.01243,0.19751,-0.01352,
1502298078296324352,-0.53360,0.25633,0.04622,0.68984,-0.71145,-0.09541,0.09409,-0.03890,0.21496,0.03187,
1502298078396622848,-0.53544,0.28803,0.05151,0.68895,-0.71406,-0.08646,0.08943,-0.03408,0.25144,0.04647,
1502298078496463872,-0.54275,0.30902,0.05381,0.68928,-0.71524,-0.08028,0.08295,-0.03537,0.23070,0.00276,
1502298078596473344,-0.54518,0.32957,0.05296,0.69007,-0.71598,-0.07355,0.07592,-0.02980,0.21672,0.03688,
1502298078696562944,-0.54747,0.34378,0.05496,0.69079,-0.71688,-0.06563,0.06772,-0.01419,0.20389,-0.00348,
1502298078796409088,-0.54395,0.35469,0.05300,0.69257,-0.71624,-0.06153,0.05968,0.02442,0.21491,-0.00168,
1502298078896432896,-0.54077,0.37177,0.05161,0.69348,-0.71661,-0.05300,0.05237,0.03324,0.22417,-0.00598,
1502298078996131584,-0.53728,0.39528,0.05077,0.69376,-0.71719,-0.04710,0.04603,0.05864,0.24257,-0.02180,
1502298079096008448,-0.53361,0.43064,0.04833,0.69497,-0.71593,-0.05385,0.03958,0.07465,0.27292,-0.03017,
1502298079196385280,-0.52340,0.45764,0.04641,0.69534,-0.71637,-0.04537,0.03557,0.11442,0.32199,0.00636,
